pmcid,disease_label,broad_disease,gene,confidence
PMC9577736,,,MCC,high
PMC9577736,,,IL6,high
PMC9577736,,,AKT1,high
PMC9577736,,,STAT3,high
PMC9577736,,,JUN,high
PMC9577736,,,PTGS2,high
PMC9577736,,,CXCL8,high
PMC9577736,,,CASP3,high
PMC9577736,,,MMP9,high
PMC9577736,,,MAPK3,high
PMC9577736,,,TLR4,high
PMC9577736,,,CCL2,high
PMC9577736,,,VEGFA,high
PMC7195658,heart_failure,cardiovascular,AKT1,medium
PMC7195658,heart_failure,cardiovascular,TNF,medium
PMC7195658,heart_failure,cardiovascular,RAF1,medium
PMC7195658,heart_failure,cardiovascular,IL6,medium
PMC7195658,heart_failure,cardiovascular,IL1B,medium
PMC11476943,obesity,metabolic,AKT1,medium
PMC11476943,obesity,metabolic,PPARG,medium
PMC11476943,obesity,metabolic,PTGS2,medium
PMC11476943,obesity,metabolic,ESR1,medium
PMC11476943,obesity,metabolic,MMP9,medium
PMC11476943,obesity,metabolic,PPARA,medium
PMC11476943,obesity,metabolic,CCND1,medium
PMC11476943,obesity,metabolic,TLR4,medium
PMC11476943,obesity,metabolic,SLC6A4,medium
PMC11476943,obesity,metabolic,CNR1,medium
PMC7603558,ovarian_cancer,cancer,TP53,medium
PMC7603558,ovarian_cancer,cancer,BCL2,medium
PMC7603558,ovarian_cancer,cancer,BAX,medium
PMC7603558,ovarian_cancer,cancer,FAS,medium
PMC7603558,ovarian_cancer,cancer,VDR,medium
PMC7603558,ovarian_cancer,cancer,CDKN1A,medium
PMC8430321,nonalcoholic_fatty_liver,hepatic_metabolic,STAT3,high
PMC8430321,nonalcoholic_fatty_liver,hepatic_metabolic,CTNNB1,high
PMC8430321,nonalcoholic_fatty_liver,hepatic_metabolic,MAPK1,high
PMC8430321,nonalcoholic_fatty_liver,hepatic_metabolic,MAPK3,high
PMC8430321,nonalcoholic_fatty_liver,hepatic_metabolic,AGT,high
PMC8430321,nonalcoholic_fatty_liver,hepatic_metabolic,NQO1,high
PMC8430321,nonalcoholic_fatty_liver,hepatic_metabolic,TOP2A,high
PMC8430321,nonalcoholic_fatty_liver,hepatic_metabolic,FDFT1,high
PMC8430321,nonalcoholic_fatty_liver,hepatic_metabolic,ALDH4A1,high
PMC8430321,nonalcoholic_fatty_liver,hepatic_metabolic,KCNH2,high
PMC8430321,nonalcoholic_fatty_liver,hepatic_metabolic,SCN10A,high
PMC8514782,pulmonary_fibrosis,respiratory,AKT1,medium
PMC8514782,pulmonary_fibrosis,respiratory,MAPK1,medium
PMC8514782,pulmonary_fibrosis,respiratory,TNF,medium
PMC9073317,gastritis,gastrointestinal,MMP2,high
PMC9073317,gastritis,gastrointestinal,DRD2,high
PMC9073317,gastritis,gastrointestinal,AKR1B1,high
PMC7970560,acute_lung_injury,respiratory,VEGFA,medium
PMC7970560,acute_lung_injury,respiratory,FGF2,medium
PMC7970560,acute_lung_injury,respiratory,PIK3CA,medium
PMC7970560,acute_lung_injury,respiratory,MAPK1,medium
PMC7970560,acute_lung_injury,respiratory,IL2,medium
PMC7970560,acute_lung_injury,respiratory,IL1B,medium
PMC7970560,acute_lung_injury,respiratory,TNF,medium
PMC8192979,type_2_diabetes,metabolic,AKT1,medium
PMC8192979,type_2_diabetes,metabolic,MAPK1,medium
PMC8192979,type_2_diabetes,metabolic,CASP3,medium
PMC8192979,type_2_diabetes,metabolic,CASP8,medium
PMC10727557,spinal_cord_injury,neurological,AKT1,medium
PMC10727557,spinal_cord_injury,neurological,MTOR,medium
PMC10727557,spinal_cord_injury,neurological,IL6,medium
PMC10727557,spinal_cord_injury,neurological,MAPK1,medium
PMC10727557,spinal_cord_injury,neurological,ERBB2,medium
PMC10727557,spinal_cord_injury,neurological,IL2,medium
PMC9268138,,,TNF,high
PMC9268138,,,IL6,high
PMC9268138,,,IL1B,high
PMC9268138,,,ALB,high
PMC9268138,,,AKT1,high
PMC9268138,,,IL10,high
PMC9268138,,,CXCL8,high
PMC9268138,,,CCL2,high
PMC9268138,,,INS,high
PMC9268138,,,IL4,high
PMC11972970,,,HIF1A,high
PMC11972970,,,EP300,high
PMC11972970,,,PRKCA,high
PMC11972970,,,TERT,high
PMC11972970,,,SETD2,high
PMC9412739,,,MCC,medium
PMC9412739,,,GSTP1,medium
PMC9412739,,,HRAS,medium
PMC9412739,,,AKR1B1,medium
PMC9412739,,,GSTA1,medium
PMC9412739,,,AR,medium
PMC9412739,,,GSR,medium
PMC9412739,,,LDHB,medium
PMC11905198,vitiligo,dermatologic_autoimmune,AKT1,high
PMC11905198,vitiligo,dermatologic_autoimmune,TP53,high
PMC11905198,vitiligo,dermatologic_autoimmune,PPARG,high
PMC11905198,vitiligo,dermatologic_autoimmune,ESR1,high
PMC11905198,vitiligo,dermatologic_autoimmune,PTGS2,high
PMC11905198,vitiligo,dermatologic_autoimmune,MAPK1,high
PMC6193325,,,TGFB1,medium
PMC6193325,,,EGFR,medium
PMC6193325,,,CAV1,medium
PMC6193325,,,MAPK1,medium
PMC6193325,,,PRKCB,medium
PMC6193325,,,AKT1,medium
PMC8572587,,,MCC,high
PMC8572587,,,VEGFA,high
PMC8572587,,,MAPK3,high
PMC8572587,,,MAPK1,high
PMC8572587,,,EGF,high
PMC8572587,,,EGFR,high
PMC8572587,,,IL6,high
PMC8572587,,,PTGS2,high
PMC8572587,,,STAT3,high
PMC8572587,,,MMP9,high
PMC8572587,,,MMP2,high
PMC9192286,,,AKT1,high
PMC9192286,,,ESR1,high
PMC9192286,,,MMP9,high
PMC9192286,,,CES1,high
PMC9192286,,,SRC,high
PMC9192286,,,HIF1A,high
PMC9192286,,,ABCB1,high
PMC9192286,,,CASP3,high
PMC9192286,,,SNCA,high
PMC10727545,,,AKT1,high
PMC10727545,,,TP53,high
PMC10727545,,,IL6,high
PMC10727545,,,TNF,high
PMC10727545,,,VEGFA,high
PMC10727545,,,CTNNB1,high
PMC10727545,,,MYC,high
PMC10727545,,,PTGS2,high
PMC10727545,,,HIF1A,high
PMC10727545,,,CASP3,high
PMC9764286,ischemic_stroke,neurological,STAT3,high
PMC9764286,ischemic_stroke,neurological,MPO,high
PMC9764286,ischemic_stroke,neurological,MMP9,high
PMC13093626,liver_fibrosis,hepatic,LYN,medium
PMC13093626,liver_fibrosis,hepatic,CFTR,medium
PMC13093626,liver_fibrosis,hepatic,CFH,medium
PMC12150923,,,SRC,high
PMC12150923,,,PIK3CA,high
PMC12150923,,,PIK3R1,high
PMC12150923,,,HSP90AA1,high
PMC12150923,,,ESR1,high
PMC12150923,,,AKT1,high
PMC12150923,,,PLCG1,high
PMC12150923,,,EGFR,high
PMC12150923,,,JAK2,high
PMC12150923,,,HRAS,high
PMC9166517,atherosclerosis,cardiovascular,STAT3,high
PMC9166517,atherosclerosis,cardiovascular,HSP90AA1,high
PMC9166517,atherosclerosis,cardiovascular,TP53,high
PMC9166517,atherosclerosis,cardiovascular,AKT1,high
PMC11336640,depression,psychiatric,TNF,high
PMC11336640,depression,psychiatric,AKT1,high
PMC11336640,depression,psychiatric,ALB,high
PMC11336640,depression,psychiatric,TP53,high
PMC11336640,depression,psychiatric,IL1B,high
PMC11336640,depression,psychiatric,HT,high
PMC11309690,chronic_kidney_disease,renal,MAPK1,medium
PMC11309690,chronic_kidney_disease,renal,MAPK14,medium
PMC11309690,chronic_kidney_disease,renal,MAP2K1,medium
PMC11309690,chronic_kidney_disease,renal,MAPK11,medium
PMC11309690,chronic_kidney_disease,renal,AR,medium
PMC9608341,type_2_diabetes,metabolic,ACTB,medium
PMC9608341,type_2_diabetes,metabolic,HSP90AA1,medium
PMC9608341,type_2_diabetes,metabolic,PPARA,medium
PMC9608341,type_2_diabetes,metabolic,AHR,medium
PMC9608341,type_2_diabetes,metabolic,ESR1,medium
PMC9608341,type_2_diabetes,metabolic,CEBPB,medium
PMC9608341,type_2_diabetes,metabolic,PPARG,medium
PMC9608341,type_2_diabetes,metabolic,CYP1B1,medium
PMC9608341,type_2_diabetes,metabolic,NR1I2,medium
PMC9608341,type_2_diabetes,metabolic,RXRA,medium
PMC10882657,endometrial_cancer,cancer,EGFR,high
PMC10882657,endometrial_cancer,cancer,MAPK1,high
PMC10882657,endometrial_cancer,cancer,MYC,high
PMC10882657,endometrial_cancer,cancer,CDKN1A,high
PMC10882657,endometrial_cancer,cancer,AKT1,high
PMC10882657,endometrial_cancer,cancer,EGF,high
PMC10882657,endometrial_cancer,cancer,TP53,high
PMC10882657,endometrial_cancer,cancer,BAX,high
PMC10882657,endometrial_cancer,cancer,ERBB2,high
PMC10882657,endometrial_cancer,cancer,ELK1,high
PMC10882657,endometrial_cancer,cancer,CASP9,high
PMC10882657,endometrial_cancer,cancer,GSK3B,high
PMC10882657,endometrial_cancer,cancer,CCND1,high
PMC10882657,endometrial_cancer,cancer,RAF1,high
PMC10239169,,,MAPK3,medium
PMC10239169,,,TP53,medium
PMC10239169,,,VEGFA,medium
PMC10239169,,,PPARG,medium
PMC10239169,,,HIF1A,medium
PMC10239169,,,MMP9,medium
PMC10239169,,,FN1,medium
PMC10239169,,,JUN,medium
PMC10239169,,,ERBB2,medium
PMC10239169,,,NFKBIA,medium
PMC12143954,cervical_cancer,cancer,EGFR,high
PMC12143954,cervical_cancer,cancer,TP53,high
PMC12143954,cervical_cancer,cancer,BCL2,high
PMC12143954,cervical_cancer,cancer,AKT1,high
PMC12143954,cervical_cancer,cancer,JUN,high
PMC12143954,cervical_cancer,cancer,TNF,high
PMC12143954,cervical_cancer,cancer,CASP3,high
PMC12143954,cervical_cancer,cancer,IL6,high
PMC12143954,cervical_cancer,cancer,MMP9,high
PMC12143954,cervical_cancer,cancer,ERBB2,high
PMC12143954,cervical_cancer,cancer,CCND1,high
PMC12143954,cervical_cancer,cancer,PTGS2,high
PMC12143954,cervical_cancer,cancer,IL17A,high
PMC11645930,rheumatoid_arthritis,autoimmune,ALB,medium
PMC11645930,rheumatoid_arthritis,autoimmune,CASP3,medium
PMC11645930,rheumatoid_arthritis,autoimmune,SRC,medium
PMC11645930,rheumatoid_arthritis,autoimmune,EGFR,medium
PMC11645930,rheumatoid_arthritis,autoimmune,HSP90AA1,medium
PMC11645930,rheumatoid_arthritis,autoimmune,IGF1,medium
PMC10905894,,,ID1,high
PMC10905894,,,AKT1,high
PMC10905894,,,IL6,high
PMC10905894,,,IL1B,high
PMC10905894,,,VEGFA,high
PMC10905894,,,CASP3,high
PMC10905894,,,STAT3,high
PMC10905894,,,MAPK3,high
PMC10905894,,,MYC,high
PMC10905894,,,PPARG,high
PMC10905894,,,CTNNB1,high
PMC10905894,,,PTGS2,high
PMC10905894,,,MMP9,high
PMC10905894,,,CXCL8,high
PMC10905894,,,MTOR,high
PMC10905894,,,BCL2L1,high
PMC10905894,,,BCL2,high
PMC12169005,myocardial_infarction,cardiovascular,IL6,high
PMC12169005,myocardial_infarction,cardiovascular,AKT1,high
PMC12169005,myocardial_infarction,cardiovascular,TNF,high
PMC12169005,myocardial_infarction,cardiovascular,ICAM1,high
PMC12169005,myocardial_infarction,cardiovascular,MMP9,high
PMC12169005,myocardial_infarction,cardiovascular,IL10,high
PMC12169005,myocardial_infarction,cardiovascular,VCAM1,high
PMC8675254,depression,psychiatric,XS,medium
PMC8675254,depression,psychiatric,SLC6A4,medium
PMC8675254,depression,psychiatric,SLC6A3,medium
PMC10704204,,,TNF,medium
PMC10704204,,,IL6,medium
PMC10704204,,,TP53,medium
PMC10704204,,,EGFR,medium
PMC10704204,,,INS,medium
PMC9715340,,,TP53,high
PMC9715340,,,SRC,high
PMC9715340,,,JUN,high
PMC9715340,,,HRAS,high
PMC9715340,,,AKT1,high
PMC9715340,,,VEGFA,high
PMC9715340,,,EGFR,high
PMC9715340,,,ESR1,high
PMC9715340,,,SETD2,high
PMC9568303,gout,musculoskeletal,NLRP3,medium
PMC9568303,gout,musculoskeletal,IL1B,medium
PMC9568303,gout,musculoskeletal,TNF,medium
PMC10624676,osteoporosis,musculoskeletal,GNRH1,high
PMC10624676,osteoporosis,musculoskeletal,BRD2,high
PMC10624676,osteoporosis,musculoskeletal,ALB,high
PMC10624676,osteoporosis,musculoskeletal,C3,high
PMC10624676,osteoporosis,musculoskeletal,SNCA,high
PMC10624676,osteoporosis,musculoskeletal,CLTC,high
PMC11204876,lung_cancer,cancer,SRC,high
PMC11204876,lung_cancer,cancer,STAT3,high
PMC11204876,lung_cancer,cancer,PIK3CA,high
PMC11204876,lung_cancer,cancer,MAPK1,high
PMC11204876,lung_cancer,cancer,EGFR,high
PMC11204876,lung_cancer,cancer,JAK1,high
PMC11385794,leukemia,cancer,STAT3,high
PMC11385794,leukemia,cancer,TLR4,high
PMC11385794,leukemia,cancer,HSP90AA1,high
PMC11385794,leukemia,cancer,JUN,high
PMC11385794,leukemia,cancer,MMP9,high
PMC11385794,leukemia,cancer,PTPRC,high
PMC11385794,leukemia,cancer,JAK2,high
PMC11385794,leukemia,cancer,PTGS2,high
PMC11385794,leukemia,cancer,KIT,high
PMC11385794,leukemia,cancer,CSF1R,high
PMC8741373,depression,psychiatric,ESR1,high
PMC8741373,depression,psychiatric,HSP90AA1,high
PMC8741373,depression,psychiatric,JUN,high
PMC8741373,depression,psychiatric,MAPK1,high
PMC8741373,depression,psychiatric,MAPK14,high
PMC8741373,depression,psychiatric,MAPK8,high
PMC8741373,depression,psychiatric,RB1,high
PMC8741373,depression,psychiatric,RELA,high
PMC8741373,depression,psychiatric,TP53,high
PMC9580962,,,MCC,high
PMC9580962,,,CASP3,high
PMC9580962,,,AKT1,high
PMC9580962,,,SRC,high
PMC9580962,,,MMP9,high
PMC9580962,,,EGFR,high
PMC9580962,,,ANXA5,high
PMC9580962,,,IGF1,high
PMC9580962,,,MAPK14,high
PMC9580962,,,RHOA,high
PMC9580962,,,HSP90AA1,high
PMC11162075,,,AKT1,high
PMC11162075,,,MAPK3,high
PMC11162075,,,IL6,high
PMC11162075,,,TP53,high
PMC11162075,,,VEGFA,high
PMC11162075,,,TNF,high
PMC11162075,,,SRC,high
PMC11162075,,,MAPK1,high
PMC11162075,,,STAT3,high
PMC11162075,,,EGFR,high
PMC11162075,,,CXCL8,high
PMC11162075,,,JUN,high
PMC11162075,,,CASP3,high
PMC11162075,,,MAPK8,high
PMC6688518,osteoporosis,musculoskeletal,CDK2,medium
PMC6688518,osteoporosis,musculoskeletal,ESR1,medium
PMC6688518,osteoporosis,musculoskeletal,EP300,medium
PMC6688518,osteoporosis,musculoskeletal,RELA,medium
PMC6688518,osteoporosis,musculoskeletal,TRAF6,medium
PMC6688518,osteoporosis,musculoskeletal,TP53,medium
PMC6688518,osteoporosis,musculoskeletal,STAT3,medium
PMC9005278,,,AKT1,high
PMC9005278,,,IL6,high
PMC9005278,,,TNF,high
PMC9005278,,,TP53,high
PMC9005278,,,JUN,high
PMC9005278,,,PTGS2,high
PMC9005278,,,CXCL8,high
PMC9005278,,,MAPK8,high
PMC9005278,,,MMP9,high
PMC9005278,,,CASP3,high
PMC6899322,rheumatoid_arthritis,autoimmune,TNF,high
PMC6899322,rheumatoid_arthritis,autoimmune,IL1A,high
PMC6899322,rheumatoid_arthritis,autoimmune,CSF2,high
PMC6899322,rheumatoid_arthritis,autoimmune,IFNG,high
PMC6899322,rheumatoid_arthritis,autoimmune,CTLA4,high
PMC6899322,rheumatoid_arthritis,autoimmune,IL18,high
PMC6899322,rheumatoid_arthritis,autoimmune,DPP4,high
PMC6899322,rheumatoid_arthritis,autoimmune,CXCL8,high
PMC6899322,rheumatoid_arthritis,autoimmune,IL6,high
PMC6899322,rheumatoid_arthritis,autoimmune,MAP3K14,high
PMC9678516,colorectal_cancer,cancer,AKT1,high
PMC9678516,colorectal_cancer,cancer,TP53,high
PMC9678516,colorectal_cancer,cancer,MAPK1,high
PMC9678516,colorectal_cancer,cancer,MAPK8,high
PMC9678516,colorectal_cancer,cancer,JUN,high
PMC9678516,colorectal_cancer,cancer,IL6,high
PMC9678516,colorectal_cancer,cancer,TNF,high
PMC9678516,colorectal_cancer,cancer,MAPK3,high
PMC9678516,colorectal_cancer,cancer,EGFR,high
PMC9883450,lung_cancer,cancer,STAT3,high
PMC9883450,lung_cancer,cancer,VEGFA,high
PMC9883450,lung_cancer,cancer,HSP90AA1,high
PMC9883450,lung_cancer,cancer,FGF2,high
PMC9883450,lung_cancer,cancer,IL2,high
PMC8675883,,,VEGFA,medium
PMC8675883,,,SRC,medium
PMC8675883,,,PTGS2,medium
PMC8675883,,,TLR4,medium
PMC8675883,,,APP,medium
PMC12808706,,,TP53,medium
PMC12808706,,,IL6,medium
PMC12808706,,,AKT1,medium
PMC11326102,prostate_cancer,cancer,EGFR,medium
PMC11326102,prostate_cancer,cancer,MMP9,medium
PMC11326102,prostate_cancer,cancer,PTGS2,medium
PMC11326102,prostate_cancer,cancer,SIRT1,medium
PMC11326102,prostate_cancer,cancer,NOS3,medium
PMC11326102,prostate_cancer,cancer,ICAM1,medium
PMC11326102,prostate_cancer,cancer,PPARG,medium
PMC11326102,prostate_cancer,cancer,MMP2,medium
PMC11310868,nasopharyngeal_carcinoma,cancer,NPC1,high
PMC11310868,nasopharyngeal_carcinoma,cancer,AKT1,high
PMC11310868,nasopharyngeal_carcinoma,cancer,BCL2,high
PMC11310868,nasopharyngeal_carcinoma,cancer,CASP3,high
PMC11310868,nasopharyngeal_carcinoma,cancer,CTNNB1,high
PMC11310868,nasopharyngeal_carcinoma,cancer,ESR1,high
PMC11310868,nasopharyngeal_carcinoma,cancer,HSP90AA1,high
PMC11310868,nasopharyngeal_carcinoma,cancer,MMP9,high
PMC11310868,nasopharyngeal_carcinoma,cancer,STAT3,high
PMC11310868,nasopharyngeal_carcinoma,cancer,IL17A,high
PMC9371493,atherosclerosis,cardiovascular,STAT3,medium
PMC9371493,atherosclerosis,cardiovascular,IL6,medium
PMC9371493,atherosclerosis,cardiovascular,JUN,medium
PMC9371493,atherosclerosis,cardiovascular,VEGFA,medium
PMC9371493,atherosclerosis,cardiovascular,MAPK14,medium
PMC9371493,atherosclerosis,cardiovascular,AKT1,medium
PMC12120097,hepatocellular_carcinoma,cancer,JUN,high
PMC12120097,hepatocellular_carcinoma,cancer,IL6,high
PMC12120097,hepatocellular_carcinoma,cancer,PTGS2,high
PMC12120097,hepatocellular_carcinoma,cancer,FOS,high
PMC12120097,hepatocellular_carcinoma,cancer,EGF,high
PMC12120097,hepatocellular_carcinoma,cancer,MMP9,high
PMC12120097,hepatocellular_carcinoma,cancer,CXCL8,high
PMC12120097,hepatocellular_carcinoma,cancer,MAPK1,high
PMC12120097,hepatocellular_carcinoma,cancer,CASP3,high
PMC12120097,hepatocellular_carcinoma,cancer,IL1B,high
PMC12120097,hepatocellular_carcinoma,cancer,RPS5,high
PMC8741256,ischemic_stroke,neurological,SHD,medium
PMC8741256,ischemic_stroke,neurological,INS,medium
PMC8741256,ischemic_stroke,neurological,IL6,medium
PMC8926352,,,TNF,medium
PMC8926352,,,CHRM1,medium
PMC8926352,,,IL10,medium
PMC8926352,,,PTGS2,medium
PMC8926352,,,REN,medium
PMC8926352,,,F2,medium
PMC9675225,male_infertility,reproductive,RPS6,high
PMC9675225,male_infertility,reproductive,MAPK1,high
PMC9675225,male_infertility,reproductive,MAPK3,high
PMC9675225,male_infertility,reproductive,MDM2,high
PMC9675225,male_infertility,reproductive,DDX5,high
PMC9675225,male_infertility,reproductive,TP53,high
PMC9675225,male_infertility,reproductive,MITF,high
PMC9205703,hepatocellular_carcinoma,cancer,ALB,high
PMC9205703,hepatocellular_carcinoma,cancer,CCND1,high
PMC9205703,hepatocellular_carcinoma,cancer,ESR1,high
PMC9205703,hepatocellular_carcinoma,cancer,AR,high
PMC9205703,hepatocellular_carcinoma,cancer,CCNA2,high
PMC9205703,hepatocellular_carcinoma,cancer,AURKA,high
PMC9205703,hepatocellular_carcinoma,cancer,HYCC1,high
PMC10680469,ulcerative_colitis,gastrointestinal,AKT1,medium
PMC10680469,ulcerative_colitis,gastrointestinal,IL6,medium
PMC10680469,ulcerative_colitis,gastrointestinal,TP53,medium
PMC10680469,ulcerative_colitis,gastrointestinal,TNF,medium
PMC10680469,ulcerative_colitis,gastrointestinal,IL1B,medium
PMC10844032,gout,musculoskeletal,CASP3,high
PMC10844032,gout,musculoskeletal,IL1B,high
PMC10844032,gout,musculoskeletal,IL6,high
PMC10844032,gout,musculoskeletal,TNF,high
PMC10844032,gout,musculoskeletal,TP53,high
PMC10844032,gout,musculoskeletal,GAPDH,high
PMC10844032,gout,musculoskeletal,PTGS2,high
PMC10844032,gout,musculoskeletal,MYC,high
PMC10844032,gout,musculoskeletal,INS,high
PMC10844032,gout,musculoskeletal,VEGFA,high
PMC10844032,gout,musculoskeletal,ESR1,high
PMC10844032,gout,musculoskeletal,PPARG,high
PMC9524248,ischemic_stroke,neurological,STAT3,medium
PMC9524248,ischemic_stroke,neurological,STAT1,medium
PMC9524248,ischemic_stroke,neurological,HIF1A,medium
PMC12928922,depression,psychiatric,AKT1,high
PMC12928922,depression,psychiatric,PTGS2,high
PMC12928922,depression,psychiatric,IL6,high
PMC12928922,depression,psychiatric,TNF,high
PMC12928922,depression,psychiatric,ESR1,high
PMC12928922,depression,psychiatric,ACHE,high
PMC12928922,depression,psychiatric,PPARG,high
PMC12928922,depression,psychiatric,CYP3A4,high
PMC12928922,depression,psychiatric,RELA,high
PMC9560825,male_infertility,reproductive,AKT1,high
PMC9560825,male_infertility,reproductive,ESR1,high
PMC9560825,male_infertility,reproductive,SRC,high
PMC9560825,male_infertility,reproductive,CASP3,high
PMC9560825,male_infertility,reproductive,EGFR,high
PMC9560825,male_infertility,reproductive,IGF1,high
PMC9560825,male_infertility,reproductive,MMP9,high
PMC9560825,male_infertility,reproductive,HSP90AA1,high
PMC9560825,male_infertility,reproductive,RHOA,high
PMC9560825,male_infertility,reproductive,ANXA5,high
PMC9560825,male_infertility,reproductive,MDM2,high
PMC9560825,male_infertility,reproductive,MAPK14,high
PMC12531212,,,ESR1,medium
PMC12531212,,,PPARG,medium
PMC12531212,,,CASP3,medium
PMC12531212,,,CA2,medium
PMC12531212,,,BAX,medium
PMC12531212,,,PES1,medium
PMC7937485,ischemic_stroke,neurological,IL6,high
PMC7937485,ischemic_stroke,neurological,TNF,high
PMC7937485,ischemic_stroke,neurological,VEGFA,high
PMC7937485,ischemic_stroke,neurological,AKT1,high
PMC12358392,diabetic_nephropathy,renal_metabolic,JAK2,medium
PMC12358392,diabetic_nephropathy,renal_metabolic,STAT3,medium
PMC12358392,diabetic_nephropathy,renal_metabolic,AKT1,medium
PMC11132292,type_2_diabetes,metabolic,LIAS,medium
PMC11132292,type_2_diabetes,metabolic,TNF,medium
PMC11132292,type_2_diabetes,metabolic,HSP90AA1,medium
PMC11132292,type_2_diabetes,metabolic,GCK,medium
PMC11132292,type_2_diabetes,metabolic,AKR1B1,medium
PMC11132292,type_2_diabetes,metabolic,RBP4,medium
PMC11132292,type_2_diabetes,metabolic,TTR,medium
PMC8328704,diabetic_nephropathy,renal_metabolic,AKT1,high
PMC8328704,diabetic_nephropathy,renal_metabolic,TP53,high
PMC8328704,diabetic_nephropathy,renal_metabolic,RELA,high
PMC8328704,diabetic_nephropathy,renal_metabolic,JUN,high
PMC8328704,diabetic_nephropathy,renal_metabolic,CDKN1A,high
PMC8328704,diabetic_nephropathy,renal_metabolic,EGFR,high
PMC12594247,,,AR,medium
PMC12594247,,,TNF,medium
PMC12594247,,,AKT1,medium
PMC12594247,,,MMP9,medium
PMC12594247,,,BCL2,medium
PMC12594247,,,IL2,medium
PMC12594247,,,PTGS2,medium
PMC12594247,,,VCAM1,medium
PMC12594247,,,ICAM1,medium
PMC12594247,,,RELA,medium
PMC11394753,,,TP53,high
PMC11394753,,,PPARG,high
PMC11394753,,,ESR1,high
PMC11394753,,,TNF,high
PMC11394753,,,CCL2,high
PMC11394753,,,AKT1,high
PMC11394753,,,RELA,high
PMC11394753,,,MAPK1,high
PMC11394753,,,IL6,high
PMC11394753,,,CXCL8,high
PMC11394753,,,IL1A,high
PMC11394753,,,IL4,high
PMC11394753,,,IL10,high
PMC11394753,,,IL1B,high
PMC11394753,,,IFNG,high
PMC13255016,,,MTOR,medium
PMC13255016,,,MMP9,medium
PMC13255016,,,AR,medium
PMC13255016,,,RELA,medium
PMC12268575,,,KIT,medium
PMC12268575,,,NTRK2,medium
PMC12268575,,,PLK3,medium
PMC12268575,,,PRKCA,medium
PMC12268575,,,PRKCB,medium
PMC12268575,,,PRKCD,medium
PMC11453126,,,PTGS2,high
PMC11453126,,,CTNNB1,high
PMC11453126,,,MMP9,high
PMC11453126,,,STAT3,high
PMC11453126,,,SIRT1,high
PMC11453126,,,GSK3B,high
PMC11453126,,,EGFR,high
PMC11453126,,,PPARA,high
PMC11453126,,,NFE2L2,high
PMC11453126,,,ICAM1,high
PMC9478232,gout,musculoskeletal,AKT1,high
PMC9478232,gout,musculoskeletal,IL1B,high
PMC9478232,gout,musculoskeletal,PTGS2,high
PMC9478232,gout,musculoskeletal,JUN,high
PMC9478232,gout,musculoskeletal,IL17A,high
PMC9478232,gout,musculoskeletal,TNF,high
PMC9478232,gout,musculoskeletal,ELAVL1,high
PMC8028125,insomnia,psychiatric,IL6,medium
PMC8028125,insomnia,psychiatric,APP,medium
PMC8028125,insomnia,psychiatric,AKT1,medium
PMC8028125,insomnia,psychiatric,HTR1A,medium
PMC8028125,insomnia,psychiatric,DRD2,medium
PMC8028125,insomnia,psychiatric,FOS,medium
PMC9673803,ulcerative_colitis,gastrointestinal,STAT3,medium
PMC9673803,ulcerative_colitis,gastrointestinal,CXCL8,medium
PMC9673803,ulcerative_colitis,gastrointestinal,IL6,medium
PMC9673803,ulcerative_colitis,gastrointestinal,CXCL12,medium
PMC9673803,ulcerative_colitis,gastrointestinal,TNF,medium
PMC9673803,ulcerative_colitis,gastrointestinal,RELA,medium
PMC9673803,ulcerative_colitis,gastrointestinal,TP53,medium
PMC9673803,ulcerative_colitis,gastrointestinal,PTPN11,medium
PMC13261025,gastric_cancer,cancer,GRB2,medium
PMC13261025,gastric_cancer,cancer,ALDH2,medium
PMC13261025,gastric_cancer,cancer,HSP90AA1,medium
PMC13261025,gastric_cancer,cancer,HSP90AB1,medium
PMC13261025,gastric_cancer,cancer,PRKACA,medium
PMC8491704,,,PTGS2,high
PMC8491704,,,NOS2,high
PMC8491704,,,AKT1,high
PMC8491704,,,ESR1,high
PMC8491704,,,TNF,high
PMC8491704,,,MAPK14,high
PMC12014062,lung_cancer,cancer,AKT1,high
PMC12014062,lung_cancer,cancer,IL1B,high
PMC12014062,lung_cancer,cancer,RHAG,high
PMC12014062,lung_cancer,cancer,IL6,high
PMC12014062,lung_cancer,cancer,TP53,high
PMC12014062,lung_cancer,cancer,STAT3,high
PMC10846330,cancer_unspecified,cancer,TP53,high
PMC10846330,cancer_unspecified,cancer,CCND1,high
PMC10846330,cancer_unspecified,cancer,EGFR,high
PMC10846330,cancer_unspecified,cancer,VEGFA,high
PMC8933113,,,SRC,high
PMC8933113,,,EGFR,high
PMC8933113,,,AKT1,high
PMC8933113,,,MAPK8,high
PMC8202066,renal_cell_carcinoma,cancer,VEGFA,high
PMC8202066,renal_cell_carcinoma,cancer,COL1A1,high
PMC8202066,renal_cell_carcinoma,cancer,COL3A1,high
PMC8202066,renal_cell_carcinoma,cancer,EGF,high
PMC8202066,renal_cell_carcinoma,cancer,HK2,high
PMC8202066,renal_cell_carcinoma,cancer,SHMT2,high
PMC8202066,renal_cell_carcinoma,cancer,PLA2G4F,high
PMC8202066,renal_cell_carcinoma,cancer,ADH1A,high
PMC8202066,renal_cell_carcinoma,cancer,ADH1C,high
PMC8202066,renal_cell_carcinoma,cancer,CAV1,high
