ligand,pubchem_query,role,herb,scaffold,priority,sdf_file,notes,focused_role,system,state,chain_pair,receptor_file,grid_id,grid_state,grid_type,center_x,center_y,center_z,size_x,size_y,size_z,exhaustiveness,seed,output_prefix,run_mode,score_best,output_pdbqt,unidock_returncode,unidock_outdir,method,source_csv,ligand_std,grid_category,stage_source,ligand_sdf,candidate_class,rank_as_candidate,pose_available,ligand_pdbqt,receptor_pdb,score_pdbqt,ligand_heavy_atoms,min_receptor_distance,contact_residue_count,optn_contact_count,tbk1_contact_count,dual_chain_contact,cleft_contact_strong,min_dist_to_optn_res50,res50_within_8A,optn_contact_residues,tbk1_contact_residues,lig_centroid_x,lig_centroid_y,lig_centroid_z,error,ligand_efficiency_score_per_heavy_atom
Acacetin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,2,E50K_AC_Acacetin_res50_sidechain_avg_seed2,,-5.1,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed2/E50K_AC_Acacetin_res50_sidechain_avg_seed2_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Acacetin,sidechain,stage14A,ligands_sdf_stage14A/Acacetin_3D.sdf,linarin_aglycone_control,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Berberine,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,2,E50K_AC_Berberine_res50_sidechain_avg_seed2,,-5.459,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed2/E50K_AC_Berberine_res50_sidechain_avg_seed2_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Berberine,sidechain,stage14A,ligands_sdf_stage14A/Berberine_3D.sdf,protoberberine_sar_reference,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Quercetin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,2,E50K_AC_Quercetin_res50_sidechain_avg_seed2,,-5.241,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed2/E50K_AC_Quercetin_res50_sidechain_avg_seed2_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Quercetin,sidechain,stage14A,ligands_sdf_stage14A/Quercetin_3D.sdf,pains_control,CONTROL,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Amlexanox,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,2,E50K_AC_Amlexanox_res50_sidechain_avg_seed2,,-5.427,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed2/E50K_AC_Amlexanox_res50_sidechain_avg_seed2_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Amlexanox,sidechain,stage14A,ligands_sdf_stage14A/Amlexanox_3D.sdf,tbk1_reference_control,CONTROL,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Coptisine,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,3,E50K_AC_Coptisine_res50_sidechain_avg_seed3,,-6.328,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3/E50K_AC_Coptisine_res50_sidechain_avg_seed3_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Coptisine,sidechain,stage14A,ligands_sdf_stage14A/Coptisine_3D.sdf,main_lead_like,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Linarin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,3,E50K_AC_Linarin_res50_sidechain_avg_seed3,,-6.005,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3/E50K_AC_Linarin_res50_sidechain_avg_seed3_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Linarin,sidechain,stage14A,ligands_sdf_stage14A/Linarin_3D.sdf,raw_score_lead_conditional,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Acacetin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,3,E50K_AC_Acacetin_res50_sidechain_avg_seed3,,-5.078,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3/E50K_AC_Acacetin_res50_sidechain_avg_seed3_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Acacetin,sidechain,stage14A,ligands_sdf_stage14A/Acacetin_3D.sdf,linarin_aglycone_control,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Berberine,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,3,E50K_AC_Berberine_res50_sidechain_avg_seed3,,-5.464,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3/E50K_AC_Berberine_res50_sidechain_avg_seed3_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Berberine,sidechain,stage14A,ligands_sdf_stage14A/Berberine_3D.sdf,protoberberine_sar_reference,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Quercetin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,3,E50K_AC_Quercetin_res50_sidechain_avg_seed3,,-5.385,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3/E50K_AC_Quercetin_res50_sidechain_avg_seed3_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Quercetin,sidechain,stage14A,ligands_sdf_stage14A/Quercetin_3D.sdf,pains_control,CONTROL,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Amlexanox,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,3,E50K_AC_Amlexanox_res50_sidechain_avg_seed3,,-5.362,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3/E50K_AC_Amlexanox_res50_sidechain_avg_seed3_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Amlexanox,sidechain,stage14A,ligands_sdf_stage14A/Amlexanox_3D.sdf,tbk1_reference_control,CONTROL,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Coptisine,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,4,E50K_AC_Coptisine_res50_sidechain_avg_seed4,,-6.341,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4/E50K_AC_Coptisine_res50_sidechain_avg_seed4_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Coptisine,sidechain,stage14A,ligands_sdf_stage14A/Coptisine_3D.sdf,main_lead_like,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Linarin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,4,E50K_AC_Linarin_res50_sidechain_avg_seed4,,-5.19,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4/E50K_AC_Linarin_res50_sidechain_avg_seed4_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Linarin,sidechain,stage14A,ligands_sdf_stage14A/Linarin_3D.sdf,raw_score_lead_conditional,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Acacetin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,4,E50K_AC_Acacetin_res50_sidechain_avg_seed4,,-5.068,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4/E50K_AC_Acacetin_res50_sidechain_avg_seed4_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Acacetin,sidechain,stage14A,ligands_sdf_stage14A/Acacetin_3D.sdf,linarin_aglycone_control,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Berberine,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,4,E50K_AC_Berberine_res50_sidechain_avg_seed4,,-5.504,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4/E50K_AC_Berberine_res50_sidechain_avg_seed4_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Berberine,sidechain,stage14A,ligands_sdf_stage14A/Berberine_3D.sdf,protoberberine_sar_reference,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Quercetin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,4,E50K_AC_Quercetin_res50_sidechain_avg_seed4,,-5.028,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4/E50K_AC_Quercetin_res50_sidechain_avg_seed4_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Quercetin,sidechain,stage14A,ligands_sdf_stage14A/Quercetin_3D.sdf,pains_control,CONTROL,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Amlexanox,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,4,E50K_AC_Amlexanox_res50_sidechain_avg_seed4,,-4.924,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4/E50K_AC_Amlexanox_res50_sidechain_avg_seed4_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed4,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Amlexanox,sidechain,stage14A,ligands_sdf_stage14A/Amlexanox_3D.sdf,tbk1_reference_control,CONTROL,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Coptisine,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,5,E50K_AC_Coptisine_res50_sidechain_avg_seed5,,-6.333,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5/E50K_AC_Coptisine_res50_sidechain_avg_seed5_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Coptisine,sidechain,stage14A,ligands_sdf_stage14A/Coptisine_3D.sdf,main_lead_like,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Linarin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,5,E50K_AC_Linarin_res50_sidechain_avg_seed5,,-5.365,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5/E50K_AC_Linarin_res50_sidechain_avg_seed5_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Linarin,sidechain,stage14A,ligands_sdf_stage14A/Linarin_3D.sdf,raw_score_lead_conditional,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Acacetin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,5,E50K_AC_Acacetin_res50_sidechain_avg_seed5,,-5.093,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5/E50K_AC_Acacetin_res50_sidechain_avg_seed5_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Acacetin,sidechain,stage14A,ligands_sdf_stage14A/Acacetin_3D.sdf,linarin_aglycone_control,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Berberine,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,5,E50K_AC_Berberine_res50_sidechain_avg_seed5,,-5.465,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5/E50K_AC_Berberine_res50_sidechain_avg_seed5_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Berberine,sidechain,stage14A,ligands_sdf_stage14A/Berberine_3D.sdf,protoberberine_sar_reference,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Quercetin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,5,E50K_AC_Quercetin_res50_sidechain_avg_seed5,,-5.205,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5/E50K_AC_Quercetin_res50_sidechain_avg_seed5_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Quercetin,sidechain,stage14A,ligands_sdf_stage14A/Quercetin_3D.sdf,pains_control,CONTROL,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Amlexanox,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,5,E50K_AC_Amlexanox_res50_sidechain_avg_seed5,,-5.321,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5/E50K_AC_Amlexanox_res50_sidechain_avg_seed5_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed5,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Amlexanox,sidechain,stage14A,ligands_sdf_stage14A/Amlexanox_3D.sdf,tbk1_reference_control,CONTROL,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Coptisine,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,6,E50K_AC_Coptisine_res50_sidechain_avg_seed6,,-6.331,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed6/E50K_AC_Coptisine_res50_sidechain_avg_seed6_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed6,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Coptisine,sidechain,stage14A,ligands_sdf_stage14A/Coptisine_3D.sdf,main_lead_like,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Linarin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,6,E50K_AC_Linarin_res50_sidechain_avg_seed6,,-4.98,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed6/E50K_AC_Linarin_res50_sidechain_avg_seed6_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed6,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Linarin,sidechain,stage14A,ligands_sdf_stage14A/Linarin_3D.sdf,raw_score_lead_conditional,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Acacetin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,6,E50K_AC_Acacetin_res50_sidechain_avg_seed6,,-5.114,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed6/E50K_AC_Acacetin_res50_sidechain_avg_seed6_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed6,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Acacetin,sidechain,stage14A,ligands_sdf_stage14A/Acacetin_3D.sdf,linarin_aglycone_control,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Berberine,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,6,E50K_AC_Berberine_res50_sidechain_avg_seed6,,-5.452,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed6/E50K_AC_Berberine_res50_sidechain_avg_seed6_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed6,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Berberine,sidechain,stage14A,ligands_sdf_stage14A/Berberine_3D.sdf,protoberberine_sar_reference,YES,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
Quercetin,,,,,,,,,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,6,E50K_AC_Quercetin_res50_sidechain_avg_seed6,,-5.411,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed6/E50K_AC_Quercetin_res50_sidechain_avg_seed6_ligand_out.pdbqt,0,/content/stage14A_unidock_outputs/core6_sidechain_seed10/E50K_AC_AC_res50_sidechain_avg_26A_seed6,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage14A_unidock_summary/core6_sidechain_seed10/stage14A_unidock_core6_sidechain_seed10_raw.csv,Quercetin,sidechain,stage14A,ligands_sdf_stage14A/Quercetin_3D.sdf,pains_control,CONTROL,False,,,,,,,,,,,,,,,,,,pdbqt_not_found,
