third,fourth,control,status,completed_exhaustively,timed_out,witness_found,witness_verified,aggregate_nodes,wall_seconds,audit_status,coverage_ok
4,55,False,EXHAUSTED_NO_WITNESS,True,False,False,False,499715,0.57907727,EXHAUSTED_NO_WITNESS,True
4,56,False,EXHAUSTED_NO_WITNESS,True,False,False,False,371575,0.39649834,EXHAUSTED_NO_WITNESS,True
4,57,False,EXHAUSTED_NO_WITNESS,True,False,False,False,292747,0.307980706,EXHAUSTED_NO_WITNESS,True
4,58,False,EXHAUSTED_NO_WITNESS,True,False,False,False,211294,0.219215983,EXHAUSTED_NO_WITNESS,True
4,59,False,EXHAUSTED_NO_WITNESS,True,False,False,False,164770,0.170187139,EXHAUSTED_NO_WITNESS,True
4,60,False,EXHAUSTED_NO_WITNESS,True,False,False,False,124195,0.083108742,EXHAUSTED_NO_WITNESS,True
4,61,False,EXHAUSTED_NO_WITNESS,True,False,False,False,94099,0.095724796,EXHAUSTED_NO_WITNESS,True
4,62,False,EXHAUSTED_NO_WITNESS,True,False,False,False,66858,0.044460422,EXHAUSTED_NO_WITNESS,True
4,63,False,EXHAUSTED_NO_WITNESS,True,False,False,False,52978,0.05195478,EXHAUSTED_NO_WITNESS,True
4,64,False,EXHAUSTED_NO_WITNESS,True,False,False,False,37447,0.036801396,EXHAUSTED_NO_WITNESS,True
4,65,False,EXHAUSTED_NO_WITNESS,True,False,False,False,28402,0.0281115,EXHAUSTED_NO_WITNESS,True
4,66,False,EXHAUSTED_NO_WITNESS,True,False,False,False,20804,0.020231142,EXHAUSTED_NO_WITNESS,True
4,67,False,EXHAUSTED_NO_WITNESS,True,False,False,False,15262,0.014697877,EXHAUSTED_NO_WITNESS,True
4,68,False,EXHAUSTED_NO_WITNESS,True,False,False,False,10745,0.006792986,EXHAUSTED_NO_WITNESS,True
4,69,False,EXHAUSTED_NO_WITNESS,True,False,False,False,8365,0.008099365,EXHAUSTED_NO_WITNESS,True
4,70,False,EXHAUSTED_NO_WITNESS,True,False,False,False,5607,0.004296201,EXHAUSTED_NO_WITNESS,True
4,71,False,EXHAUSTED_NO_WITNESS,True,False,False,False,4198,0.004151907,EXHAUSTED_NO_WITNESS,True
4,72,False,EXHAUSTED_NO_WITNESS,True,False,False,False,2990,0.002908851,EXHAUSTED_NO_WITNESS,True
4,73,False,EXHAUSTED_NO_WITNESS,True,False,False,False,2080,0.002191707,EXHAUSTED_NO_WITNESS,True
4,74,False,EXHAUSTED_NO_WITNESS,True,False,False,False,1419,0.001733225,EXHAUSTED_NO_WITNESS,True
4,75,False,EXHAUSTED_NO_WITNESS,True,False,False,False,1080,0.001261563,EXHAUSTED_NO_WITNESS,True
4,76,False,EXHAUSTED_NO_WITNESS,True,False,False,False,670,0.000809058,EXHAUSTED_NO_WITNESS,True
4,77,False,EXHAUSTED_NO_WITNESS,True,False,False,False,510,0.000670539,EXHAUSTED_NO_WITNESS,True
4,78,False,EXHAUSTED_NO_WITNESS,True,False,False,False,316,0.000511106,EXHAUSTED_NO_WITNESS,True
4,79,False,EXHAUSTED_NO_WITNESS,True,False,False,False,217,0.000395672,EXHAUSTED_NO_WITNESS,True
4,80,False,EXHAUSTED_NO_WITNESS,True,False,False,False,137,0.00041117,EXHAUSTED_NO_WITNESS,True
4,81,False,EXHAUSTED_NO_WITNESS,True,False,False,False,85,0.000290802,EXHAUSTED_NO_WITNESS,True
4,82,False,EXHAUSTED_NO_WITNESS,True,False,False,False,50,0.000363407,EXHAUSTED_NO_WITNESS,True
4,83,False,EXHAUSTED_NO_WITNESS,True,False,False,False,30,0.000248805,EXHAUSTED_NO_WITNESS,True
4,84,False,EXHAUSTED_NO_WITNESS,True,False,False,False,16,0.00024758,EXHAUSTED_NO_WITNESS,True
4,85,False,EXHAUSTED_NO_WITNESS,True,False,False,False,10,0.000255068,EXHAUSTED_NO_WITNESS,True
4,86,False,EXHAUSTED_NO_WITNESS,True,False,False,False,5,0.000224946,EXHAUSTED_NO_WITNESS,True
4,87,False,EXHAUSTED_NO_WITNESS,True,False,False,False,2,0.000211044,EXHAUSTED_NO_WITNESS,True
7,8,True,EXHAUSTED_NO_WITNESS,True,False,False,False,65593402,104.631453371,EXHAUSTED_NO_WITNESS,True
